"Per capita real GDP by metropolitan area (chained 2009 dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"47460","Walla Walla, WA (Metropolitan Statistical Area)",33220,32901,34341,33191,33757,35637,36267,37990,38411,37588,36236,35853,35037,35002,35263
"47580","Warner Robins, GA (Metropolitan Statistical Area)",35229,36042,36319,35658,36462,36415,35825,34631,34659,34731,34522,33964,33032,32540,32262
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",66947,67547,69246,71869,74146,74975,75400,75970,74578,75429,75121,74079,72517,72409,72558
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",38700,41219,41310,46219,47399,47322,48659,48031,46127,46091,45319,52486,48620,49637,48129
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",40911,40061,40151,42057,44413,47971,46652,48254,50404,52589,53259,50769,50412,49309,49237
"48140","Wausau, WI (Metropolitan Statistical Area)",42331,41940,44263,45272,46476,46283,46282,44734,42144,42951,43810,46347,46554,48804,50122
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",29457,31462,30498,30096,30583,28274,29177,30186,28484,27552,26736,28548,28545,28524,29378
"48300","Wenatchee, WA (Metropolitan Statistical Area)",30022,32086,33382,33643,33993,34435,33379,34185,34158,32181,31477,31814,31922,32649,33548
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",31826,32604,33776,34593,35329,35681,35745,37107,38090,38499,38363,39085,42580,44924,44871
"48620","Wichita, KS (Metropolitan Statistical Area)",44241,43526,42712,42118,42667,46718,49197,47492,42630,43860,45283,45680,42057,44018,44353
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",35201,36205,36063,35459,34834,36223,36972,40034,37518,36314,37995,39562,39200,40485,41590
"48700","Williamsport, PA (Metropolitan Statistical Area)",31935,31616,31806,32660,32918,33015,32780,32242,31778,33349,35908,36631,37308,38839,38663
"48900","Wilmington, NC (Metropolitan Statistical Area)",42804,41024,40792,40616,41946,42139,42844,44241,42743,42624,43331,41391,42506,43252,43206
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",39889,38724,40279,40795,42616,42379,40225,38096,38565,39680,39931,40106,40073,40294,39244
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",44488,42059,43465,44448,44160,44302,41634,41682,38717,39227,39124,37727,36852,38005,38340
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",36541,36308,37498,37486,37421,37676,37780,37701,36009,36995,37252,37123,37436,37605,37760
"49420","Yakima, WA (Metropolitan Statistical Area)",27812,28953,29673,29794,31150,31223,31105,31230,30946,30576,29904,30407,29746,30911,31936
"49620","York-Hanover, PA (Metropolitan Statistical Area)",34853,34500,36025,36774,38282,37703,37517,38109,36307,36956,36426,35411,35468,35162,34839
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",30569,31534,31932,32710,33331,33400,32802,31350,28842,29973,32151,34187,33630,34180,34960
"49700","Yuba City, CA (Metropolitan Statistical Area)",27657,29216,30376,30532,29995,29822,28421,28640,29397,27566,27420,26977,28390,28393,29447
"49740","Yuma, AZ (Metropolitan Statistical Area)",23769,26179,25968,27730,28206,28832,29187,27460,26784,26624,25661,23884,25148,24149,24384
"Legend / Footnotes:"
"Note-- NAICS Industry detail is based on the 2007 North American Industry Classification System (NAICS)."
"Note-- Per capita real GDP statistics for 2001-2015 reflect Census Bureau midyear population estimates available as of March 2016."
"Last updated: September 20, 2016."
